,title,parental_rating,rating_count,rating_value,year,runtime,budget,wwgross,bechdel_test,female_face_ratio
tt0471042,Tower Heist,PG-13,127136,6.2,2011,104,75000000,152930623,1,0.2911270752546419
tt0113481,Johnny Mnemonic,R,63559,5.7,1995,96,26000000,19075720,NotAvailable,0.2165869931543624
tt4486986,All I See Is You,R,9275,5.3,2016,109,30000000,678150,NotAvailable,0.4775456391862746
tt1663662,Pacific Rim,PG-13,450111,6.9,2013,131,190000000,411002906,1,0.28050549721821755
tt0107808,A Perfect World,PG-13,69275,7.6,1993,138,30000000,135130999,1,0.24823272990603645
tt6736198,Solteras,TV-MA,1330,6.0,2019,95,1450000,3231457,NotAvailable,0.5972751738139659
tt1334260,Never Let Me Go,R,131986,7.1,2010,103,15000000,9468530,3,0.4627857263225058
tt0160401,In Too Deep,R,5451,6.3,1999,95,7000000,14011454,NotAvailable,0.2878971502637176
tt1658837,The Tall Man,R,37185,5.9,2012,106,19417878,5212903,3,0.4599876882825485
tt3733774,The Trust,R,16496,5.4,2016,92,9000000,321650,NotAvailable,0.33296549395433794
tt0104573,Juice,R,21857,7.1,1992,95,5000000,20146880,NotAvailable,0.2502637576056338
tt0309698,Identity,R,213808,7.3,2003,90,28000000,90259536,1,0.283897419047014
tt0311429,The League of Extraordinary Gentlemen,PG-13,159977,5.8,2003,110,78000000,179265204,0,0.2352650944382802
tt0088889,Cat's Eye,PG-13,21417,6.3,1985,94,7000000,13086298,NotAvailable,0.2875556638048091
tt3387520,Scary Stories to Tell in the Dark,PG-13,34331,6.2,2019,108,25000000,95677760,3,0.44817536385444745
tt0120382,The Truman Show,PG,863015,8.1,1998,103,60000000,264118201,1,0.2799323169829089
tt0115734,Bottle Rocket,R,65507,7.0,1996,91,7000000,560069,NotAvailable,0.2346170455
tt1735898,Snow White and the Huntsman,PG-13,262724,6.1,2012,127,170000000,396592829,3,0.3703981400514139
tt0785007,Over Her Dead Body,PG-13,23239,5.2,2008,95,10000000,21458111,3,0.4667325376644295
tt0093822,Raising Arizona,PG-13,118961,7.3,1987,94,6000000,29180280,3,0.2693606969526953
tt3104988,Crazy Rich Asians,PG-13,113144,6.9,2018,120,30000000,238532921,3,0.5759156248908596
tt3416742,What We Do in the Shadows,R,133655,7.7,2014,86,1600000,6263224,1,0.376359045
tt3488710,The Walk,PG,112353,7.3,2015,123,35000000,61181942,1,0.3870080675
tt1423995,Stone,R,39058,5.4,2010,105,22000000,9479718,NotAvailable,0.324429051093199
tt1945062,About Cherry,R,9327,4.8,2012,98,2500000,8315,3,0.4701274270430356
tt0116477,Hamlet,PG-13,34631,7.7,1996,242,18000000,4770222,1,0.22961678577210395
tt0429493,The A-Team,PG-13,238407,6.7,2010,117,110000000,177238796,0,0.27888336653186274
tt0119303,Home Alone 3,PG,97204,4.4,1997,102,32000000,79082515,NotAvailable,0.3199650737785589
tt1428538,Hansel & Gretel: Witch Hunters,R,186863,6.1,2013,88,50000000,226349749,3,0.3620555554
tt2170439,Horrible Bosses 2,R,148023,6.3,2014,108,42000000,107645357,1,0.33623885822837085
tt1067765,Adult World,R,16174,6.1,2013,97,4000000,37887,3,0.4122793545028979
tt0770703,What's Your Number?,R,69140,6.1,2011,106,20000000,30426096,3,0.4623173695068983
tt1355683,Black Mass,R,159062,6.9,2015,123,53000000,99775678,1,0.32539435487882395
tt2025690,The Finest Hours,PG-13,57451,6.7,2016,117,80000000,52099090,3,0.38824632593023256
tt0414993,The Fountain,PG-13,219249,7.2,2006,97,35000000,15978422,3,0.2746032673207037
tt0800320,Clash of the Titans,PG-13,260656,5.8,2010,106,125000000,493214993,3,0.3046807542661633
tt5719748,Cold Pursuit,R,42692,6.2,2019,119,60000000,76419755,1,0.3734147910233393
tt0454876,Life of Pi,PG,548238,7.9,2012,127,120000000,609016565,1,0.3103486956057495
tt0095188,Funny Farm,PG,18320,6.2,1988,101,19000000,25537221,NotAvailable,0.3045813097459102
tt8364368,Crawl,R,37938,6.2,2019,87,13500000,90510445,3,0.5250289177793296
tt0127349,Waking the Dead,R,6536,6.5,2000,105,8500000,270745,NotAvailable,0.2892161871428572
tt0356910,Mr. & Mrs. Smith,PG-13,426683,6.5,2005,120,110000000,478207520,2,0.34514550461575644
tt0233142,3000 Miles to Graceland,R,42300,6.0,2001,125,62000000,18720175,NotAvailable,0.27910049299037754
tt0163978,The Beach,R,212417,6.7,2000,119,50000000,144056873,1,0.27316105778082195
tt0100802,Total Recall,R,284072,7.5,1990,113,65000000,261317921,1,0.2482089617136737
tt0104409,Hellraiser III: Hell on Earth,R,25607,5.5,1992,97,5000000,12534961,3,0.3228502556995305
tt0924129,Crossing Over,R,22081,6.7,2009,113,19000000,3529869,3,0.3714908091644445
tt3289728,Equals,PG-13,25095,6.1,2015,101,16000000,2084628,3,0.3529208398865478
tt2281587,Muppets Most Wanted,PG,29621,6.4,2014,107,50000000,80383113,1,0.4027871408391305
tt0926084,Harry Potter and the Deathly Hallows: Part 1,PG-13,438361,7.7,2010,146,242630503,960666490,3,0.3333733535756385
tt1747958,Blood Ties,R,18138,6.5,2013,127,25500000,2415472,NotAvailable,0.31775356058207216
tt1663207,Life of Crime,R,16188,5.8,2013,98,12000000,1456675,NotAvailable,0.4056671474753246
tt0133093,The Matrix,R,1557561,8.7,1999,136,63000000,465343787,3,0.23373960935483876
tt0097940,Mystery Train,R,23448,7.6,1989,110,2800000,1544973,3,0.2678640504830421
tt1682180,Stoker,R,98945,6.8,2013,99,12000000,12077441,3,0.4294122381137124
tt1034314,Iron Sky,R,88837,5.9,2012,93,9708939,8135031,3,0.3798316182722188
tt0412019,Broken Flowers,R,93940,7.2,2005,106,10000000,46720491,3,0.2866422523826715
tt1899353,Serbuan Maut,R,179662,7.6,2011,101,1100000,9148519,0,0.2381674312926391
tt1179069,6 Souls,R,30959,6.1,2010,112,22000000,851517,3,0.4191711038083067
tt4052882,The Shallows,PG-13,111397,6.3,2016,86,17000000,119100758,3,0.6194485120410961
tt0432402,Factory Girl,R,20215,6.5,2006,90,7000000,3572632,NotAvailable,0.3553565452415679
tt0171356,Gun Shy,R,6687,5.7,2000,101,14000000,3284444,NotAvailable,0.2245984165944645
tt2556874,Plastic,R,7376,6.0,2014,102,10000000,973987,NotAvailable,0.40571580972972976
tt0120484,The Waterboy,PG-13,140752,6.1,1998,90,23000000,185991646,2,0.256064549508612
tt0469494,There Will Be Blood,R,476298,8.1,2007,158,25000000,76181545,0,0.22487012542857146
tt0120728,The Last Days of Disco,R,11553,6.7,1998,113,8000000,3020601,3,0.2948500964645263
tt0462590,Step Up,PG-13,105930,6.5,2006,104,12000000,114197742,3,0.32128763423094275
tt1615147,Margin Call,R,109322,7.1,2011,107,3500000,19504039,1,0.2631670603683738
tt1758830,This Is 40,R,120712,6.2,2012,134,35000000,88058786,3,0.4296435560246501
tt0119311,Hoodlum,R,10036,6.3,1997,130,30000000,23499102,NotAvailable,0.2246172677830814
tt1814621,Admission,PG-13,32191,5.7,2013,107,13000000,18637201,3,0.4492422053146651
tt2349144,Mississippi Grind,R,18026,6.4,2015,108,6000000,422746,NotAvailable,0.4002473927702703
tt0095593,Married to the Mob,R,15084,6.1,1988,104,10000000,21486757,3,0.3223218984761905
tt1194173,The Bourne Legacy,PG-13,272681,6.7,2012,135,125000000,276144750,3,0.3208626873290065
tt3776826,Operation Avalanche,R,6179,6.1,2016,94,1250000,31585,NotAvailable,0.4198606641241497
tt5208950,Kickboxer: Retaliation,R,3794,5.0,2018,110,13000000,101690,NotAvailable,0.3374021167507003
tt0100404,Presumed Innocent,R,35234,6.9,1990,127,22000000,221303188,1,0.19042757932032853
tt4799050,Rough Night,R,41806,5.2,2017,101,20000000,47347283,3,0.6024299471818649
tt2789014,100 Acres of Hell,R,149,2.9,2019,85,65000,5152,NotAvailable,0.3994584171890547
tt0120804,Resident Evil,R,235745,6.7,2002,100,33000000,102984862,3,0.2723405333566434
tt0881891,All About Steve,PG-13,38308,4.8,2009,99,15000000,40105542,3,0.3873308617844203
tt1325004,The Twilight Saga: Eclipse,PG-13,215885,5.0,2010,124,68000000,698491347,3,0.4253999837120116
tt4094724,The Purge: Election Year,R,82995,6.0,2016,108,10000000,118587880,3,0.3952921682827631
tt0119654,Men in Black,PG-13,488614,7.3,1997,98,90000000,589390539,1,0.20340667573260074
tt1213648,London Boulevard,R,45080,6.2,2010,103,25000000,4644108,1,0.28025974302850354
tt0093640,No Way Out,R,32862,7.1,1987,114,15000000,35509515,NotAvailable,0.2296554192168504
tt0443649,"10,000 BC",PG-13,121457,5.1,2008,109,105000000,269784201,1,0.2782999532803181
tt0462499,Rambo,R,208198,7.0,2008,92,50000000,113244290,0,0.3220906232208589
tt2023453,Diary of a Wimpy Kid: Dog Days,PG,20145,6.3,2012,94,22000000,77112176,NotAvailable,0.35277162715579713
tt2119543,The House with a Clock in Its Walls,PG,37569,6.0,2018,105,42000000,131457147,1,0.5095669877276596
tt0208003,Big Momma's House,PG-13,77395,5.1,2000,99,30000000,173959438,NotAvailable,0.3754373783260943
tt0107614,Mrs. Doubtfire,PG-13,227275,7.0,1993,125,25000000,441286195,3,0.372439761836235
tt0106220,Addams Family Values,PG-13,73082,6.7,1993,94,47000000,48919043,3,0.3438908253630998
tt1645155,Erased,R,27991,6.1,2012,100,15534302,1314735,1,0.3482208085720412
tt1231583,Due Date,R,309487,6.5,2010,95,65000000,211780824,1,0.2477213822289417
tt1790885,Zero Dark Thirty,R,256386,7.4,2012,157,40000000,132820716,3,0.34853962679062245
tt0473700,September Dawn,R,2811,5.8,2007,111,11000000,1066555,NotAvailable,0.2705207070512821
tt0365929,Whiteout,R,36115,5.5,2009,101,35000000,17840867,3,0.3928922919453641
tt0276816,Below,R,20092,6.1,2002,105,40000000,2622015,0,0.24090756711229944
tt4126476,After,PG-13,21354,5.4,2019,105,14000000,69497587,3,0.5744933007654723
tt0115759,Broken Arrow,R,87044,6.0,1996,108,50000000,150270147,0,0.2502572026625767
tt0099892,Joe Versus the Volcano,PG,32623,5.8,1990,102,25000000,39404261,2,0.24240816623188405
tt2488496,Star Wars: Episode VII - The Force Awakens,PG-13,801478,7.9,2015,138,245000000,2068223624,3,0.433126299567867
tt0472126,Local Color,R,1408,6.9,2006,107,3000000,32788,NotAvailable,0.3193411709844135
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),R,535697,7.7,2014,119,18000000,103215094,3,0.4599507938728324
tt1343727,Dredd,R,239044,7.1,2012,95,50000000,35626525,3,0.3719612067327586
tt1242599,Bellflower,R,7386,6.4,2011,106,17000,172935,NotAvailable,0.34725895302479337
tt0463985,The Fast and the Furious: Tokyo Drift,PG-13,225382,6.0,2006,104,85000000,158468292,NotAvailable,0.283239425399198
tt0117665,Sleepers,R,178144,7.6,1996,147,44000000,165615285,1,0.23204416632080466
tt0094226,The Untouchables,R,261757,7.9,1987,119,25000000,76270454,NotAvailable,0.19067267618529896
tt0146675,End of Days,R,101888,5.8,1999,122,100000000,211989043,NotAvailable,0.24079973646651276
tt0104036,The Crying Game,R,48253,7.2,1992,112,NotAvailable,62548947,2,0.2748235372327586
tt0862846,Sunshine Cleaning,R,67786,6.8,2008,91,8000000,16580250,3,0.4889645130015314
tt2854926,Tag,R,94858,6.5,2018,100,28000000,78130625,3,0.416295062148128
tt1210819,The Lone Ranger,PG-13,212133,6.4,2013,150,215000000,260502115,1,0.3088656083542857
tt0099938,Kindergarten Cop,PG-13,128425,6.1,1990,111,15000000,201957688,3,0.3225854295095508
tt0448011,Knowing,PG-13,211793,6.2,2009,121,50000000,287046800,1,0.33622777705148704
tt1135084,Takers,PG-13,54582,6.2,2010,107,32000000,80205382,1,0.2684443965461588
tt4513674,Café Society,PG-13,64918,6.6,2016,96,30000000,43763247,1,0.4821559742643229
tt3007512,The Water Diviner,R,67800,7.0,2014,111,22500000,38176317,NotAvailable,0.3514781513084112
tt0974014,Creation,PG-13,13256,6.7,2009,108,14584233,896298,NotAvailable,0.344005893700565
tt1655442,The Artist,PG-13,220036,7.9,2011,100,15000000,133432856,1,0.3887712947707424
tt2042568,Inside Llewyn Davis,R,127189,7.5,2013,104,11000000,32960249,1,0.306402431826742
tt0116483,Happy Gilmore,PG-13,184416,7.0,1996,92,12000000,41205099,NotAvailable,0.2632948219936792
tt3530002,The Night Before,R,59998,6.4,2015,101,25000000,52395996,NotAvailable,0.4089889052608523
tt0091369,Labyrinth,PG,116454,7.4,1986,101,25000000,13935204,3,0.3969849495966621
tt0450314,Punisher: War Zone,R,58248,5.9,2008,103,35000000,10103323,NotAvailable,0.2481721047736093
tt6523174,Jagveld,TV-14,875,5.8,2017,102,435537,135328,NotAvailable,0.4014461607965116
tt2823054,Mike and Dave Need Wedding Dates,R,77280,6.0,2016,98,33000000,77068246,3,0.5008787120673769
tt0257044,Road to Perdition,R,232059,7.7,2002,117,80000000,181001478,0,0.2165835831397096
tt1228705,Iron Man 2,PG-13,678245,7.0,2010,124,200000000,623933331,3,0.2833666153732719
tt1911662,Vehicle 19,R,14085,4.9,2013,85,10000000,1473445,NotAvailable,0.27070177931366257
tt1790864,The Maze Runner,PG-13,395097,6.8,2014,113,34000000,348319861,1,0.35923979272559003
tt0825232,The Bucket List,PG-13,218601,7.4,2007,97,45000000,175372502,1,0.2483447006666667
tt0108358,Tombstone,R,117970,7.8,1993,130,25000000,56505065,3,0.18811207844630615
tt0326769,Biker Boyz,PG-13,12261,4.6,2003,110,24000000,23510601,NotAvailable,0.2774238251166408
tt0089155,Fletch,PG,44807,6.9,1985,98,8000000,59612888,1,0.2471596921234648
tt0092563,Angel Heart,R,75186,7.3,1987,113,17000000,17185632,1,0.2175420639665127
tt1592525,Lockout,PG-13,90489,6.1,2012,95,20000000,32204030,NotAvailable,0.2623209128160484
tt3322364,Concussion,PG-13,79902,7.1,2015,123,35000000,48623572,1,0.3825487275301765
tt1454029,The Help,PG-13,401119,8.1,2011,146,25000000,216639112,3,0.4833649813533487
tt0373051,Journey to the Center of the Earth,PG,106903,5.8,2008,93,60000000,241995151,1,0.3527024990994372
tt0335438,Starsky & Hutch,PG-13,133767,6.1,2004,101,60000000,170268750,NotAvailable,0.26404151000000003
tt1243974,Aloha,PG-13,57042,5.4,2015,105,37000000,26250020,3,0.4572663645201927
tt1951264,The Hunger Games: Catching Fire,PG-13,585011,7.5,2013,146,130000000,865011746,3,0.3633140443795119
tt2431286,Philomena,PG-13,90103,7.6,2013,98,12000000,100129872,3,0.3645230998038431
tt0482572,Pride and Glory,R,57587,6.6,2008,130,30000000,31148328,NotAvailable,0.2428323758686539
tt1825683,Black Panther,PG-13,553025,7.3,2018,134,200000000,1346913161,3,0.4147806301412332
tt0303361,May,R,31543,6.6,2002,93,500000,264349,3,0.4502917678503688
tt1270798,X: First Class,PG-13,620974,7.7,2011,131,160000000,352616690,3,0.3394358687734668
tt0189584,The Big Kahuna,R,13509,6.6,1999,90,7000000,3728888,0,0.19585833917166867
tt0446029,Scott Pilgrim vs. the World,PG-13,348403,7.5,2010,112,60000000,47664559,3,0.4099192415627668
tt2091473,Promised Land,R,35045,6.6,2012,106,15000000,8138788,NotAvailable,0.31439880835974643
tt2084970,The Imitation Game,PG-13,636238,8.0,2014,114,14000000,233555708,2,0.3896125417427924
tt6063050,Acrimony,R,6887,5.8,2018,120,20000000,46403669,NotAvailable,0.5226565050379051
tt1436045,Jûsan-nin no shikaku,R,59026,7.6,2010,141,6000000,17555141,1,0.25236347805335024
tt1648190,The Dark Tower,PG-13,116050,5.6,2017,95,60000000,113231078,1,0.4111161865540928
tt3778644,Solo: A Star Wars Story,PG-13,244205,6.9,2018,135,275000000,392924807,2,0.3487341196200345
tt1232829,21 Jump Street,R,486896,7.2,2012,109,42000000,201585328,2,0.3155230668097166
tt1098327,Dragonball Evolution,PG,67169,2.5,2009,85,30000000,55720772,NotAvailable,0.3485315039207317
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,PG-13,238413,6.6,2017,129,230000000,794861794,1,0.42796740072106265
tt0102492,My Girl,PG,67447,6.9,1991,102,17000000,59489799,3,0.31702809468972204
tt1850397,The Loft,R,48372,6.3,2014,108,14000000,10080749,NotAvailable,0.3996211748414986
tt0105112,Patriot Games,R,96165,6.9,1992,117,45000000,178051587,NotAvailable,0.2339244467223127
tt1712261,Triple 9,R,61815,6.3,2016,115,20000000,23119442,3,0.3703327088927944
tt0463854,28 Weeks Later,R,246051,7.0,2007,100,15000000,64238440,3,0.3662708588888889
tt0089461,The Last Dragon,PG-13,12144,6.9,1985,109,10000000,25754284,NotAvailable,0.2712887137420334
tt0242423,"Dude, Where's My Car?",PG-13,130168,5.5,2000,83,13000000,73180723,2,0.3378542803496504
tt0092675,Bloodsport,R,70962,6.8,1988,92,1100000,11806119,1,0.22123912785775007
tt1924429,Trance,R,106386,6.9,2013,101,20000000,24261569,0,0.3420813691090909
tt0097239,Driving Miss Daisy,PG,91405,7.4,1989,99,7500000,145793296,3,0.2554797402819549
tt0133952,The Siege,R,65663,6.4,1998,116,70000000,116672912,NotAvailable,0.21746920781720125
tt0255798,The Animal,PG-13,54623,4.8,2001,84,47000000,85191134,NotAvailable,0.3210019783927822
tt0103956,Child's Play 3,R,33579,5.1,1991,90,13000000,20560255,NotAvailable,0.2454241816676961
tt0125022,Heartbreakers,PG-13,49350,6.2,2001,123,35000000,57756408,3,0.4026906520539153
tt1265990,The Roommate,PG-13,33903,4.8,2011,91,16000000,40492652,3,0.4813130788081937
tt0433362,Daybreakers,R,118308,6.4,2009,98,20000000,51417188,1,0.2832350048264125
tt5325452,Boo! A Madea Halloween,PG-13,7187,4.6,2016,103,20000000,74827344,NotAvailable,0.5015416117262705
tt1621045,Think Like a Man,PG-13,41594,6.6,2012,122,12000000,96070507,3,0.3707048415763178
tt0274812,Secretary,R,78692,7.0,2002,107,4000000,9304609,3,0.4391036825304239
tt5303442,In Like Flynn,R,598,5.1,2018,106,20000000,11255,NotAvailable,0.34130833568935426
tt1636826,Project X,R,180874,6.6,2012,88,12000000,102731865,1,0.33915304836385113
tt0089908,Return to Oz,PG,23001,6.7,1985,113,25000000,11137801,3,0.3687789691585014
tt0099088,Back to the Future Part III,PG,371546,7.4,1990,118,40000000,246144250,1,0.29134632220757123
tt0119994,Red Corner,R,15378,6.3,1997,122,48000000,22459274,NotAvailable,0.24024285218390803
tt2283336,Men in Black: International,PG-13,75802,5.7,2019,114,110000000,253890701,NotAvailable,0.4572979523465973
tt4002772,Once I Was a Beehive,PG,1025,6.2,2015,119,200000,732655,NotAvailable,0.629434084132916
tt1441951,Quartet,PG-13,18238,6.8,2012,94,11000000,59520298,3,0.4206992288646289
tt0091886,Salvador,R,18107,7.4,1986,122,4500000,1500000,NotAvailable,0.2447254293047337
tt1710396,Joyful Noise,PG-13,7671,5.7,2012,118,25000000,31158113,NotAvailable,0.4156214142750929
tt0117608,Sgt. Bilko,PG,20512,5.8,1996,93,39000000,37956793,NotAvailable,0.257810928503937
tt2557490,A Million Ways to Die in the West,R,163408,6.1,2014,116,40000000,87189756,2,0.41740794444381385
tt0283111,Van Wilder,R,99693,6.4,2002,92,5000000,38275483,NotAvailable,0.2781334828295255
tt1859650,To Rome with Love,R,80636,6.3,2012,112,22006928,73244881,2,0.370315223604729
tt3063516,Bad Grandpa,R,86646,6.5,2013,92,15000000,151826547,NotAvailable,0.3764285153504755
tt0217756,Ready to Rumble,PG-13,13077,5.4,2000,107,24000000,12452362,NotAvailable,0.2301918521547988
tt5177088,The Girl in the Spider's Web,R,33934,6.1,2018,115,43000000,35164920,3,0.492005781177988
tt0124198,Very Bad Things,R,43474,6.4,1998,100,30000000,9898412,NotAvailable,0.23820267310281065
tt0144084,American Psycho,R,446224,7.6,2000,101,7000000,34266564,1,0.3211266343624161
tt0096754,The Abyss,PG-13,154320,7.6,1989,145,70000000,90000098,3,0.2379010921269212
tt0959306,Reach Me,PG-13,2376,4.9,2014,95,5000000,26013,NotAvailable,0.4176090247965368
tt0118636,Apt Pupil,R,33984,6.7,1998,111,14000000,8863193,1,0.22947677438307876
tt7734218,Stuber,R,23117,6.2,2019,93,16000000,32390945,NotAvailable,0.3515474499946438
tt1654523,Night Train to Lisbon,R,17154,6.8,2013,111,10169689,12020387,1,0.32354995397238784
tt0238546,Queen of the Damned,R,50429,5.3,2002,101,35000000,45479110,3,0.3637886621666667
tt4106376,Renegades,PG-13,7695,5.4,2017,106,69739460,2602149,NotAvailable,0.3531080895614618
tt0234215,The Matrix Reloaded,R,488705,7.2,2003,138,150000000,828774235,3,0.2230814706237708
tt0255067,La comunidad,R,10168,7.3,2000,110,4027544,290754,3,0.3661911921186191
tt0093966,The Sicilian,R,4384,5.4,1987,115,9000000,5406879,NotAvailable,0.2293049737299647
tt1336608,Rock of Ages,PG-13,70952,5.9,2012,123,75000000,59418613,3,0.3762283757078271
tt0354899,La science des rêves,R,66214,7.3,2006,105,6000000,15014015,3,0.3884786911036658
tt0188674,Human Traffic,R,22095,7.1,1999,99,3648782,104257,3,0.31596662860356417
tt0267626,K-19: The Widowmaker,PG-13,56600,6.7,2002,138,100000000,65716126,0,0.18310457682676914
tt0091949,Short Circuit,PG,53429,6.7,1986,98,9000000,40697761,3,0.31482669221962617
tt1355644,Passengers,PG-13,321401,7.0,2016,116,110000000,303144152,0,0.4454478251219513
tt0246677,Heaven,R,22524,7.0,2002,97,11000000,4247089,NotAvailable,0.3179435938669439
tt0116260,Eye for an Eye,R,12375,6.2,1996,101,20000000,26877589,3,0.3623200145071726
tt2395427,Avengers: Age of Ultron,PG-13,690417,7.3,2015,141,250000000,1402805868,3,0.3944277120139535
